program_id,channel_id,start,end,fitness
Channel_262_0,262,360,420,130
FOX_News_1,8,420,450,90
FOX_News_2,8,450,480,84
Channel_353_1,353,480,540,124
Channel_801_2,801,540,570,114
Channel_684_4,684,570,690,115
Channel_78_3,78,690,750,116
Channel_321_6,321,750,780,116
Channel_233_6,233,780,810,95
Channel_449_6,449,810,840,119
Channel_1003_6,1003,840,900,118
Channel_139_6,139,900,930,95
Channel_159_8,159,930,1050,127
Channel_683_10,683,1050,1080,95
Channel_868_10,868,1080,1110,135
Channel_279_9,279,1110,1140,131
Channel_442_10,442,1140,1170,95
Channel_393_12,393,1170,1200,135
ESPN_15,5,1200,1290,95
ESPN_16,5,1290,1350,72
HLN_11,9,1350,1410,80
CNBC_14,33,1410,1440,110
