program_id,channel_id,start,end,fitness
skysportsracing_uk_stateside_2026-01-04_0000,782,0,180,286
liverpool_epl_no_game_today_2026-01-04_0180,421,180,420,341
wrneurope_uk_rte_2026-01-04_0420,880,420,450,90
dazn4_uk_signing_off_2026-01-04_0450,212,450,540,238
dazn10_uk_next_game_sud_catania_pr_2026-01-04_0540,209,540,780,335
wrneurope_uk_polish_radio_external_se_2026-01-04_0780,880,780,840,84
ewtncatholic_uk_sunday_mass_live_2026-01-04_0840,286,840,920,241
channel5_1_uk_crocodile_dundee_2026-01-04_0920,179,920,985,62
skysportsclassics__premier_league_100_club_2026-01-04_0985,769,985,1015,71
skysportsstories_u_the_open_championship_of_2026-01-04_1015,783,1015,1075,190
virginmediafour_ie_the_restaurant_2026-01-04_1075,872,1075,1135,71
virginmediafour_ie_golf_s_greatest_holes_2026-01-04_1135,872,1135,1165,76
virginmediafour_ie_golf_s_greatest_holes_2026-01-04_1165,872,1165,1200,209
virginmediafour_ie_sports_stories_mick_mcca_2026-01-04_1200,872,1200,1260,210
aajtak_uk_aajtak_special_show_2026-01-04_1260,7,1260,1290,90
bbcscotland_uk_our_lives_2026-01-04_1290,125,1290,1320,201
5usa_uk_ncis_2026-01-04_1320,6,1320,1380,193
wrneurope_uk_deutsche_welle_2026-01-04_1380,880,1380,1410,82
