instance,experiment,run,seed,best_score,avg_score_final_gen,generations_completed,time_seconds
youtube_premium,E1_baseline,0,0,23151,22609.16,9,308.64
youtube_premium,E1_baseline,1,1,22955,22700.9,8,303.896
youtube_premium,E1_baseline,2,2,22568,22192.24,10,300.976
youtube_premium,E1_baseline,3,3,23082,22268.84,6,301.342
youtube_premium,E1_baseline,4,4,23436,22958.96,7,301.891
youtube_premium,E1_baseline,5,5,22744,21945.38,5,311.599
youtube_premium,E1_baseline,6,6,23694,22567.4,6,301.011
youtube_premium,E1_baseline,7,7,22316,21746.12,5,302.751
youtube_premium,E1_baseline,8,8,22953,22672.98,9,306.216
youtube_premium,E1_baseline,9,9,22385,22198.36,8,305.167
youtube_premium,E2_exploration,0,0,21250,19259.77,0,303.313
youtube_premium,E2_exploration,1,1,20999,19106.72,0,302.422
youtube_premium,E2_exploration,2,2,21134,19285.22,0,302.98
youtube_premium,E2_exploration,3,3,21091,19073.53,0,300.682
youtube_premium,E2_exploration,4,4,20584,19035.36,0,300.855
youtube_premium,E2_exploration,5,5,21382,19370.42,0,301.975
youtube_premium,E2_exploration,6,6,21646,19223.4,0,302.79
youtube_premium,E2_exploration,7,7,21152,19148.21,0,301.158
youtube_premium,E2_exploration,8,8,20666,19183.82,0,303.398
youtube_premium,E2_exploration,9,9,21078,19051.32,0,303.699
youtube_premium,E3_exploitation,0,0,21250,19259.77,0,303.051
youtube_premium,E3_exploitation,1,1,20999,19116.17,0,301.433
youtube_premium,E3_exploitation,2,2,21134,19319.94,0,303.911
youtube_premium,E3_exploitation,3,3,21091,19080.7,0,300.936
youtube_premium,E3_exploitation,4,4,20584,19031.27,0,300.669
youtube_premium,E3_exploitation,5,5,21382,19386.83,0,300.958
youtube_premium,E3_exploitation,6,6,21646,19239.0,0,300.88
youtube_premium,E3_exploitation,7,7,21152,19165.0,0,301.714
youtube_premium,E3_exploitation,8,8,20666,19183.82,0,301.572
youtube_premium,E3_exploitation,9,9,21078,19051.32,0,301.763
