gen,best_so_far,gen_best,gen_avg,elapsed_s
0,21250,21250,19207.7,251.176
1,21792,21792,20007.84,257.101
2,21930,21930,20683.94,262.496
3,22148,22148,21186.96,263.627
4,22148,22148,21471.42,267.197
5,22761,22761,21742.68,275.102
6,22839,22839,22009.62,282.669
7,22938,22938,22334.6,289.719
8,23151,23151,22474.84,298.384
9,23151,23151,22609.16,308.64
