program_id,channel_id,start,end,fitness
412109_the_world_today_2026-01-04_0060,98,60,90,104
369746_kaun_banega_crorepati_20_2026-01-04_0090,20,90,180,120
369774_define_your_own_success_2026-01-04_0180,35,180,240,116
369784_premier_league_live_live_2026-01-04_0270,40,270,300,80
412192_free_ticket_2026-01-04_0300,165,300,330,100
412092_theresa_may_and_the_brut_2026-01-04_0330,84,330,360,99
412201_cnn_newsroom_saturday_2026-01-04_0360,173,360,420,126
369833_that_pacific_sports_show_2026-01-04_0510,67,510,540,123
412200_sound_trek_2025_2026-01-04_0540,172,540,660,162
412103_chirikkum_thalika_ii_2026-01-04_0660,94,660,690,85
412109_inheritors_2026-01-04_0690,98,690,720,108
412141_bigg_boss_tamil_plus_2026-01-04_0750,122,750,780,100
412103_chirikkum_thalika_ii_2026-01-04_0780,94,780,810,86
482822_569_2026-01-04_0810,198,810,840,104
412181_25_26_roshn_saudi_league_2026-01-04_0840,154,840,960,157
369828_kahani_har_ghar_ki_2026-01-04_0960,65,960,1020,88
369760_sour_salty_and_alive_s1_2026-01-04_1020,27,1020,1050,117
369760_sour_salty_and_alive_s1_2026-01-04_1050,27,1050,1080,127
369757_sky_news_today_with_matt_2026-01-04_1140,25,1140,1170,116
412092_leading_a_trillion_dolla_2026-01-04_1170,84,1170,1200,116
412149_1800_1900_evening_news_2026-01-04_1200,130,1200,1260,117
412149_2000_evening_news_2026-01-04_1260,130,1260,1320,152
412165_in_hong_kong_2026-01-04_1320,142,1320,1380,118
412151_ep_10_heidelburg_materia_2026-01-04_1380,132,1380,1410,101
