program_id,channel_id,start,end,fitness
9perth_au_weekend_today_2026-01-04_0000,89,0,180,293
mutv_au_the_premier_league_25_26_2026-01-04_0180,332,180,300,245
10peachbrisbane_au_ridiculousness_2026-01-04_0300,10,300,330,68
7darwin_au_the_ashes_aus_v_eng_t5_d_2026-01-04_0330,30,330,479,303
7matehobart_au_big_bash_stars_v_renegad_2026-01-04_0479,53,479,540,197
abctvcanberra_au_abc_news_2026-01-04_0540,129,540,571,90
9go_canberra_au_ncis_2026-01-04_0571,63,571,630,197
10boldperth_au_jag_2026-01-04_0630,4,630,690,189
bloombergtelevisio_leaders_with_francine_la_2026-01-04_0690,145,690,720,83
10bolddarwin_au_ncis_2026-01-04_0720,2,720,775,57
10bolddarwin_au_ncis_2026-01-04_0775,2,775,831,62
10bolddarwin_au_blue_bloods_2026-01-04_0831,2,831,888,79
10bolddarwin_au_blue_bloods_2026-01-04_0888,2,888,945,65
abcmemelbourne_au_penn_and_teller_fool_us_2026-01-04_0945,113,945,986,87
abcmehobart_au_live_at_the_apollo_2026-01-04_0986,112,986,1032,196
abcmehobart_au_heartbreak_high_2026-01-04_1034,112,1034,1079,84
abchobart_au_the_art_of_2026-01-04_1079,99,1079,1110,71
9rushperth_au_alaskan_bush_people_2026-01-04_1110,93,1110,1170,212
channel9adelaide_a_today_early_news_2026-01-04_1170,168,1170,1200,212
10boldbrisbane_au_home_shopping_2026-01-04_1290,1,1290,1320,61
10boldbrisbane_au_home_shopping_2026-01-04_1320,1,1320,1350,73
