program_id,channel_id,start,end,fitness
Channel_262_0,262,360,420,130
ESPN2_1,6,420,450,60
FOX_News_2,8,450,480,79
Channel_832_2,832,480,510,123
Channel_182_2,182,510,570,119
Channel_740_2,740,600,690,113
Channel_78_3,78,690,750,116
Channel_321_6,321,750,780,116
Channel_233_6,233,780,810,95
Channel_449_6,449,810,840,119
Channel_1003_6,1003,840,900,118
Channel_189_6,189,900,1020,95
Channel_234_7,234,1020,1080,135
Channel_868_10,868,1080,1110,135
TNT_10,11,1110,1170,95
Channel_393_12,393,1170,1200,135
ESPN_15,5,1200,1290,95
ESPN_16,5,1290,1350,72
HLN_11,9,1350,1410,80
CNBC_14,33,1410,1440,110
