program_id,channel_id,start,end,fitness
skysportsracing_uk_stateside_2026-01-04_0000,782,0,180,286
pbsamerica_uk_teleshopping_2026-01-04_0180,502,180,420,340
wrneurope_uk_rte_2026-01-04_0420,880,420,450,90
emanchannel_uk_makkah_live_2026-01-04_0450,289,450,540,251
astonvilla_epl_no_game_today_2026-01-04_0540,79,540,780,336
skyhistory2_uk_digging_for_britain_2026-01-04_0780,658,780,840,90
laligatv_uk_laliga_ea_sports_2025_20_2026-01-04_0840,410,840,975,279
skycrime_1_uk_world_s_most_evil_killer_2026-01-04_0975,653,975,1030,81
rte2_1_ie_monarch_of_the_glen_2026-01-04_1030,539,1030,1090,198
bbconewales_uk_our_lives_dolphin_town_2026-01-04_1090,102,1090,1120,87
skycomedy_uk_sex_and_the_city_2026-01-04_1120,652,1120,1160,200
skycomedy_uk_sex_and_the_city_2026-01-04_1160,652,1160,1200,88
rte2_1_ie_ottoman_empire_by_train_2026-01-04_1210,539,1210,1265,77
rte2_1_ie_mammals_2026-01-04_1265,539,1265,1325,211
uandtransport_uk_bangers_and_cash_live_2026-01-04_1325,857,1325,1379,193
uandtransport_uk_bangers_and_cash_2026-01-04_1379,857,1379,1433,71
