program_id,channel_id,start,end,fitness
rmcsportlive4_fr_cha_ne_v_nementielle_pou_2026-01-04_0000,295,0,360,325
eurosport360_5_fr_a_bient_t_sur_eurosport__2026-01-04_0360,135,360,540,240
aljazeeraenglish_f_news_live_2026-01-04_0540,16,540,570,85
tv7bordeaux_fr_fais_ton_sport_la_maison_2026-01-04_0570,344,570,618,126
planeteplus_fr_american_pickers_la_broc_2026-01-04_0657,268,657,701,68
6ter_fr_macgyver2016_2026-01-04_0740,5,740,800,186
abolatv_fr_motores_2026-01-04_0800,10,800,830,60
francetvseries_les_gouttes_de_dieu_2026-01-04_0850,174,850,902,72
planete_aventure_f_le_myst_re_d_oak_island__2026-01-04_0902,259,902,943,75
topsante_fr_claudia_coach_2026-01-04_0943,363,943,984,144
planete_aventure_f_free_spirits_saison_2_du_2026-01-04_0984,259,984,1023,67
planete_aventure_f_free_spirits_saison_2_te_2026-01-04_1023,259,1023,1063,100
beinsports3_fr_basket_ball_nba_miami_he_2026-01-04_1065,386,1065,1170,207
cnbceurope_fr_cnbc_meets_2026-01-04_1170,88,1170,1200,175
aljazeeraenglish_f_news_live_2026-01-04_1200,16,1200,1230,90
mggtv_fr_paris_games_week_2026-01-04_1270,222,1270,1320,171
france24english_fr_football_coupe_d_afrique_2026-01-04_1320,144,1320,1350,126
enquetescriminelle_enqu_tes_criminelles_2026-01-04_1350,128,1350,1400,115
lesmarseillais24_2_les_marseillais_2026-01-04_1405,203,1405,1435,52
