program_id,channel_id,start,end,fitness
Channel_262_0,262,360,420,130
FOX_News_1,8,420,450,90
Channel_832_2,832,480,510,123
Channel_182_2,182,510,570,119
Channel_247_2,247,570,600,112
Channel_202_3,202,600,630,110
Channel_78_3,78,690,750,116
Channel_233_6,233,780,810,95
Channel_449_6,449,810,840,119
Channel_1003_6,1003,840,900,118
FOX_Business_7,34,930,1050,127
Channel_277_9,277,1050,1080,133
Channel_98_12,98,1080,1110,95
Channel_279_9,279,1110,1140,131
Channel_307_10,307,1140,1170,95
Channel_393_12,393,1170,1200,135
ESPN_15,5,1200,1290,95
ESPN_16,5,1290,1350,72
HLN_11,9,1350,1410,80
CNBC_14,33,1410,1440,110
