program_id,channel_id,start,end,fitness
skysportsracing_uk_stateside_2026-01-04_0000,782,0,180,286
liverpool_epl_no_game_today_2026-01-04_0180,421,180,420,341
wrneurope_uk_rte_2026-01-04_0420,880,420,450,90
emanchannel_uk_makkah_live_2026-01-04_0450,289,450,540,251
arsenal_epl_no_game_today_2026-01-04_0540,78,540,780,335
skyhistory2_uk_digging_for_britain_2026-01-04_0780,658,780,840,90
ewtncatholic_uk_sunday_mass_live_2026-01-04_0840,286,840,920,241
skyatlantic_1_uk_game_of_thrones_2026-01-04_0920,638,920,985,175
discoveryscience_1_savage_builds_2026-01-04_1020,227,1020,1080,90
ginxesportstv_uk_shut_up_and_play_live_2026-01-04_1080,319,1080,1170,255
itv1borderscotland_the_masked_singer_2026-01-04_1170,360,1170,1260,257
aajtak_uk_aajtak_special_show_2026-01-04_1260,7,1260,1290,90
bbcscotland_uk_our_lives_2026-01-04_1290,125,1290,1320,201
5usa_uk_ncis_2026-01-04_1320,6,1320,1380,193
wrneurope_uk_deutsche_welle_2026-01-04_1380,880,1380,1410,82
