program_id,channel_id,start,end,fitness
skysportsracing_uk_stateside_2026-01-04_0000,782,0,180,286
liverpool_epl_no_game_today_2026-01-04_0180,421,180,420,341
wrneurope_uk_rte_2026-01-04_0420,880,420,450,90
emanchannel_uk_makkah_live_2026-01-04_0450,289,450,540,251
astonvilla_epl_no_game_today_2026-01-04_0540,79,540,780,336
pitaara_uk_kaato_kaahto_2026-01-04_0780,516,780,810,86
pitaara_uk_laung_laachi_2026-01-04_0810,516,810,990,294
akaalchannel_uk_special_report_2026-01-04_1050,18,1050,1080,90
ginxesportstv_uk_shut_up_and_play_live_2026-01-04_1080,319,1080,1170,255
itv1borderengland__the_masked_singer_2026-01-04_1170,359,1170,1260,257
aajtak_uk_aajtak_special_show_2026-01-04_1260,7,1260,1290,90
bbcscotland_uk_our_lives_2026-01-04_1290,125,1290,1320,201
bbcr3_uk_20th_century_radicals_2026-01-04_1320,111,1320,1380,193
wrneurope_uk_deutsche_welle_2026-01-04_1380,880,1380,1410,82
