program_id,channel_id,start,end,fitness
412109_the_world_today_2026-01-04_0060,98,60,90,104
412103_patharamattu_2026-01-04_0090,94,90,120,92
412199_protect_2026-01-04_0120,171,120,180,118
369854_movie_2026-01-04_0180,79,180,210,82
412172_the_search_for_king_arth_2026-01-04_0210,147,210,265,108
412192_free_ticket_2026-01-04_0300,165,300,330,100
412178_modern_african_lifestyle_2026-01-04_0330,151,330,360,90
369722_news_2026-01-04_0360,5,360,415,126
369750_laliga_2025_26_tbc_v_tbc_2026-01-04_0420,22,420,530,129
412167_laliga_2_2025_26_vallado_2026-01-04_0530,143,530,640,153
369750_fastzone_2025_episode_nu_2026-01-04_0640,22,640,670,73
369779_izzy_does_it_s1_2026-01-04_0670,37,670,720,59
369817_ucl_classic_matches_chel_2026-01-04_0720,58,720,780,123
412187_2025_26_the_asian_tourna_2026-01-04_0780,160,780,870,150
412115_zee_flix_2026-01-04_0870,102,870,900,78
412092_bloomberg_next_africa_2026-01-04_0900,84,900,930,133
369824_terbelenggu_rindu_eps_42_2026-01-04_0930,62,930,990,107
412092_the_mishal_husain_show_2026-01-04_0990,84,990,1020,83
369760_sour_salty_and_alive_s1_2026-01-04_1020,27,1020,1050,117
369760_sour_salty_and_alive_s1_2026-01-04_1050,27,1050,1080,127
412150_tuu_juliet_jatt_di_2026-01-04_1080,131,1080,1110,117
482827_wta_finals_riyadh_single_2026-01-04_1110,201,1110,1260,117
369826_amazing_hotels_life_beyo_2026-01-04_1260,63,1260,1320,142
412165_in_hong_kong_2026-01-04_1320,142,1320,1380,118
412151_ep_10_heidelburg_materia_2026-01-04_1380,132,1380,1410,101
