program_id,channel_id,start,end,fitness
9perth_au_weekend_today_2026-01-04_0000,89,0,180,293
9gemperth_au_wnbl_canberra_capitals_v_2026-01-04_0180,71,180,300,247
aljazeera_au_news_live_2026-01-04_0300,138,300,330,76
7darwin_au_the_ashes_aus_v_eng_t5_d_2026-01-04_0330,30,330,479,303
7matetasmania_au_big_bash_stars_v_renegad_2026-01-04_0479,57,479,540,197
abctvcanberra_au_abc_news_2026-01-04_0540,129,540,571,90
9gotasmania_au_ncis_2026-01-04_0571,66,571,630,192
10boldadelaide_au_ncis_2026-01-04_0630,0,630,690,188
bloombergtelevisio_leaders_with_francine_la_2026-01-04_0690,145,690,720,83
10bolddarwin_au_ncis_2026-01-04_0720,2,720,775,57
10boldadelaide_au_blue_bloods_2026-01-04_0800,0,800,855,71
investigationdisco_disappeared_2026-01-04_0855,323,855,905,135
realcrime_au_hoarders_2026-01-04_0905,381,905,955,181
investigationdisco_quiet_on_set_the_dark_si_2026-01-04_0955,323,955,1000,57
tlc_au_love_in_paradise_the_car_2026-01-04_1000,466,1000,1050,61
hillsongchannel_au_all_n_with_jordan_easley_2026-01-04_1050,322,1050,1080,148
cnn_au_world_sport_sunday_janua_2026-01-04_1080,160,1080,1140,208
channel9brisbane_a_skippy_the_bush_kangaroo_2026-01-04_1140,169,1140,1170,90
channel9adelaide_a_today_early_news_2026-01-04_1170,168,1170,1200,212
10boldbrisbane_au_home_shopping_2026-01-04_1290,1,1290,1320,61
10boldbrisbane_au_home_shopping_2026-01-04_1320,1,1320,1350,73
