program_id,channel_id,start,end,fitness
412109_the_world_today_2026-01-04_0060,98,60,90,104
412103_patharamattu_2026-01-04_0090,94,90,120,92
369813_late_night_with_seth_mey_2026-01-04_0120,55,120,180,114
412187_highlights_2026-01-04_0180,160,180,210,80
412197_top_models_2026-01-04_0210,169,210,240,108
369737_tennis_stars_2026-01-04_0240,14,240,270,97
435717_movie_2026-01-04_0270,182,270,330,98
412092_theresa_may_and_the_brut_2026-01-04_0330,84,330,360,99
412201_cnn_newsroom_saturday_2026-01-04_0360,173,360,420,126
412167_laliga_2025_26_celta_vig_2026-01-04_0420,143,420,530,131
412167_laliga_2_2025_26_vallado_2026-01-04_0530,143,530,640,163
369750_fastzone_2025_episode_nu_2026-01-04_0640,22,640,670,73
369779_izzy_does_it_s1_2026-01-04_0670,37,670,720,59
369817_ucl_classic_matches_chel_2026-01-04_0720,58,720,780,123
412187_2025_26_the_asian_tourna_2026-01-04_0780,160,780,870,150
412115_zee_flix_2026-01-04_0870,102,870,900,78
412092_bloomberg_next_africa_2026-01-04_0900,84,900,930,133
412151_ep_8_circuit_world_champ_2026-01-04_0930,132,930,960,98
429984_mornings_with_jones_and__2026-01-04_0990,179,990,1020,79
412140_match_highlights_25_26_m_2026-01-04_1020,121,1020,1050,117
369827_fs_grand_sumo_2026-01-04_1050,64,1050,1080,117
369827_xma_2026-01-04_1080,64,1080,1110,121
412169_wta_finals_riyadh_single_2026-01-04_1110,145,1110,1260,117
369826_amazing_hotels_life_beyo_2026-01-04_1260,63,1260,1320,142
412165_in_hong_kong_2026-01-04_1320,142,1320,1380,118
412151_ep_10_heidelburg_materia_2026-01-04_1380,132,1380,1410,101
