program_id,channel_id,start,end,fitness
Channel_74_0,74,480,510,126
Channel_49_1,49,510,540,90
Channel_44_1,44,540,600,109
Channel_60_2,60,600,660,87
Channel_51_2,51,660,690,90
Channel_58_4,58,690,720,80
ITV_6,2,765,810,81
Film4_4,17,810,840,116
Dave_7,12,840,870,86
Channel_91_7,91,870,915,90
Channel_31_6,31,915,960,116
Channel_33_9,33,960,990,90
Channel_52_7,52,990,1035,120
Channel_20_6,20,1050,1080,105
Channel_75_9,75,1110,1140,90
Channel_59_10,59,1140,1185,80
ITV_14,2,1185,1215,38
ITV_15,2,1215,1305,120
ITV3_13,8,1305,1380,76
